CCTV,#genre#
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226331/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
青海卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225794/index.m3u8
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
剧场,#genre#
CETV-1,https://live3.rxip.sc96655.com/live/CETV-1H264_4000.m3u8
CETV-4,https://live3.rxip.sc96655.com/live/CETV-4H264_2000.m3u8
CHC动作电影,https://live3.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8
CHC高清电影,https://live3.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8
CHC家庭影院,https://live3.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8
动漫秀场,https://live3.rxip.sc96655.com/live/yybb-dmxc-H265_4000.m3u8
都市剧场,https://live3.rxip.sc96655.com/live/yxfydsjcHDH265_4000.m3u8
法治天地,https://live3.rxip.sc96655.com/live/fztx_4000.m3u8
极速汽车,https://live3.rxip.sc96655.com/live/jsqcH265_4000.m3u8
纪实科教,https://live3.rxip.sc96655.com/live/bjjs_2000.m3u8
嘉佳卡通,https://live3.rxip.sc96655.com/live/jjkt_2000.m3u8
家庭理财,https://live3.rxip.sc96655.com/live/jtlc_4000.m3u8
江苏财富天下,https://live3.rxip.sc96655.com/live/cftx_4000.m3u8
金鹰纪实,https://live3.rxip.sc96655.com/live/jyjsHDH265_4000.m3u8
金鹰卡通,https://live3.rxip.sc96655.com/live/jykt_2000.m3u8
劲爆体育,https://live3.rxip.sc96655.com/live/lqhxjcHDH265_4000.m3u8
卡酷少儿,https://live3.rxip.sc96655.com/live/kkkt_4000.m3u8
快乐垂钓,https://live3.rxip.sc96655.com/live/fyzqklcdHDH265_4000.m3u8
乐游,https://live3.rxip.sc96655.com/live/qjs-HDH265_4000.m3u8
梨园频道,https://live3.rxip.sc96655.com/live/ly_4000.m3u8
魅力足球,https://live3.rxip.sc96655.com/live/mlyy_4000.m3u8
七彩戏剧,https://live3.rxip.sc96655.com/live/qcxj_2000.m3u8
生活时尚,https://live3.rxip.sc96655.com/live/shssH265_4000.m3u8
四海钓鱼,https://live3.rxip.sc96655.com/live/shdy_4000.m3u8
天元围棋,https://live3.rxip.sc96655.com/live/tywq_2000.m3u8
武术世界,https://live3.rxip.sc96655.com/live/wssj_4000.m3u8
先锋乒羽,https://live3.rxip.sc96655.com/live/xfpy_4000.m3u8
新视觉,https://live3.rxip.sc96655.com/live/ycxsjH265_4000.m3u8
证劵服务,https://live3.rxip.sc96655.com/live/jz_2000.m3u8
中国天气,https://live3.rxip.sc96655.com/live/zgqx_4000.m3u8
SiTV都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8
SiTV全纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226580/index.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
欢笑剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226582/index.m3u8
都市剧场,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226581/index.m3u8
游戏风云,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226579/index.m3u8
百视通体育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225850/index.m3u8
哒啵赛事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8
精品综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226009/index.m3u8
少儿,#genre#
哈哈炫动,http://zteres.sn.chinamobile.com:6060/000000001000/5000000005000031641/1.m3u8?channel-id=bestzb&Contentid=5000000005000031641&livemode=1&stbId=3
嘉佳卡通,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000025964/1.m3u8?channel-id=ystenlive&Contentid=1000000002000025964&livemode=1&stbId=3
卡酷少儿,http://zteres.sn.chinamobile.com:6060/000000001000/7851974109718180595/1.m3u8?channel-id=bestzb&Contentid=7851974109718180595&livemode=1&stbId=3
金鹰卡通,http://zteres.sn.chinamobile.com:6060/000000001000/5000000006000040024/1.m3u8?channel-id=bestzb&Contentid=5000000006000040024&livemode=1&stbId=3
优漫卡通,http://zteres.sn.chinamobile.com:6060/000000001000/1000000002000010063/1.m3u8?channel-id=ystenlive&Contentid=1000000002000010063&livemode=1&stbId=3
哈哈炫动,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
卡酷少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8
嘉佳卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8
金鹰纪实,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226351/index.m3u8
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8
优漫卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225795/index.m3u8
